Video Name,Channel Name,Comment Id,Name,Comment,Date,Likes
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugyjb7kpV9n3X-N18Yp4AaABAg,Mohit Prajapati,Things I learned 1. Rituals must be followed with spirit. 2. Get inspiration from you colleagues who are superior to you.,2020-04-10T14:29:44Z,3
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxSybqOzmbNHCj9HgN4AaABAg,Himanshu Shekhar,"Trust me i have done whole my home chores while listening to the podcast and trust me i have been procrastinating doing all these things since days or weeks cuz of labor burden but as soon as i started the video, something happened to me and start doing my work while listening to it and it took me 45 minutes to finish and i didn't feel i was doing something.",2020-04-06T21:04:28Z,25
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyGV80nH34RbOQZSJp4AaABAg,Shri Ganesh,"5 must read books (Recommended by Shri Gaur Gopal Das)
1) Bhagwad Gita
2) The Journey Home by Radhanath Swami
3) Leaders Eats Last by Simon Sinek
4) Positive Personality Profiles by Robert A. Rohm
5) Mahabharat By Vyasa",2020-03-13T20:29:50Z,149
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugyxh9PFJz7NhMjLO4J4AaABAg,Ankit Lunia,He is the man I always love to watch. He is amazing. The way he explain.,2020-03-14T14:39:38Z,4
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugyl1s7jiEjnxfBCwZt4AaABAg,The Shubham Jade,"The breath that passes out  
will not come back
 the guru who touched & left me 
left me not
& need not come back
Shambho!🙏🕉️
                 - Sadhguru",2020-03-14T14:59:59Z,17
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugyvs8S_DVw39sTFPfx4AaABAg,shashi kumar reddy,"this podcast is really meaningful and enlightening,
 questions by ranveer are on point.
thankful to both of them.",2020-05-09T08:17:03Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwQQ7xIVwpvBVD1Oy94AaABAg,Shashank Mishra,This is the best video on YouTube by far that's so influencing and hits on an intellectual level. Respect for what you are doing man. 🙏,2020-05-06T20:56:09Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyxZb3DX8qC0ze8t0J4AaABAg,Akash Kumar,Now you've actually got a true speaker..❤,2020-03-13T14:41:32Z,78
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwT4h9jZWXkheqs0uN4AaABAg,adwitiya biswas,Spirituality is above science ❤️,2020-04-10T07:34:31Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwMODmuzE1Sn-tIbIF4AaABAg,Let's Grow!,I want this YouTube channel to be bigger than Joe Rogan Show! More power to you guys! Excellent work!,2020-05-18T20:17:22Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugy16kWrxHG_Y57D_Mh4AaABAg,bipin spk,We want Sadhguru in your podcast ❤️🙏,2020-03-16T23:10:29Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzHfOIWC3JC3GXzDPJ4AaABAg,King Khan,55:26   Seems Ranveer had a breakup. His face is so dull in the scene. More power to you brother.,2020-03-18T19:03:59Z,3
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxaXvhY4IiJujTLHFp4AaABAg,Manju Mittal,"He is from ISKCON and ISKCON is one of the best things that can ever happen to all of us.This so wonderful organisation has given me a perfect shape ,has made me disciplined, has made me confident.This is the best thing we can ever have..Thanks to Ranveer for this podcast...this is your best podcast ever.Try to get HH Radhanath Swami also,who is also the spiritual master of HG Gaur Gopal Das...Hare krishna",2020-03-13T15:08:30Z,70
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugxt2n6fM8XXHQO-lVV4AaABAg,RUCHI OJHA,"Harekrishna 🙏 gaurang 🙏🌼🌼
It's a blessing to learn and hear a vaishnav. Respect",2020-03-19T20:06:36Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugzy6BWpoLvkB0FUwEJ4AaABAg,Believer,"Just awestruck when saw thumbnail! Liked already while watching add❣️
Way more to go man🤘🏻",2020-03-14T04:51:16Z,3
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwMA_sITRXJetzIYEx4AaABAg,Sabyasachi Mondal,"Whenever I smoke,it feels I'm alive and I enjoy every moment of it.It might sound wired to find cigaret meditative but it's true for me.",2020-04-23T17:43:45Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzBXE2zH_ZXXrw9pSx4AaABAg,Lucky,the persons whom I like more on youtube are on the same screen  😍😘 glad to see you both you sir...,2020-03-14T08:24:33Z,2
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugw4Eq54Ux2Ms2xlyvR4AaABAg,ALLAH LESBO SLU2 _,Fortunate to go to iskcon . Hearing him from last 10 years in the iskcon temples .,2020-03-13T19:45:03Z,154
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyujHVvXnS_YLSgHHd4AaABAg,Megha Patil,Thank you #TheRanveerShow for having this inspiring talk. Thank you for the questions you asked. Was waiting for this talk in your show. Thank u so much😊😊👍,2020-04-27T05:43:31Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxWQgKIOYWKLbKsDK94AaABAg,Aditya Dutta,Ek number stuff. We need more of such interviews. Spirituality is the next big thing! @beerbiceps,2020-04-07T09:11:33Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzkGBQGZnj5MXS-50p4AaABAg,Supratim Roy,I think Ranveer also wants to walk on the path of this ultimate wisdom.,2020-03-16T15:45:45Z,5
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzmBFp9PNQ3AeIePq94AaABAg,PRIYANK,Can u try bringing Sandeep mashewari 💯,2020-03-14T20:11:23Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwLqQ1aH2E3aFk64AN4AaABAg,Shri Ganesh,For the first time in my life...I watched a full 1hr 26min video without touching to my phone screen..,2020-03-13T20:32:49Z,109
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwE6DiZ46tnV_peL4R4AaABAg,Gautam,well i have been following Ranveer for over a year now. This is a real quality content .,2020-04-14T19:37:56Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxwHofHXhRhO8Gu9Ah4AaABAg,Aditi Aditi,"Damn, this was seriously overwhelming :) Got goosebumps and tears in my eyes when SIr was telling about you at the end.
Lots of love and respect to you, keep spreading such positivity.",2020-03-14T14:21:06Z,2
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyNvwkENLikwK_tDcF4AaABAg,Pooja Gharat,AMAZING AND MORE THAN INSPIRING.. TEARS OF JOY ROLLING DOWN MY EYES........ THANK YOU SO MUCH BHAI.............,2020-04-12T18:24:59Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyHQRkc-Kc1j32iamR4AaABAg,jaysree roy,Loved it.. many things i have learned.. thank you❤,2020-03-14T01:00:46Z,2
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzXcGKF2cgsQ90UPEd4AaABAg,Prakash Chandra Panda,I can't remember when for the last time i waited so badly for a video.....i was really lot of excited to watch after instagram stories,2020-03-13T14:52:18Z,96
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwLZv2g3Om0pa960eB4AaABAg,Pranav Kshirsagar,"after seeing this video i will try to follow some things in below:
1. i will concentrate only on my eating, tasting the food.. as he said we have to do meditation by just living in the moment.. 
2. i will write comment and try to increase my power of expressing myself in every good videos on the YouTube.. 
3. actually i am that kind of person who dont post pics or else on the social media. because i dont want to show my personal life.. but from today i will post those things which may inspire or motivate the people to do that good things in their life.. 
THANK YOU FOR READING...",2020-05-16T16:56:52Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyGdmTNY0eNPhDqF254AaABAg,Nassejje Jackie,"The message is very insightful, very educative and inspiring. Am always humbled by his presentations",2020-05-13T18:07:32Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxcW_mzYc_2fZqqzBd4AaABAg,koushik manna,OmG so intelligent.....he have a class for sale... diamond words.,2020-04-14T20:37:30Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgylKyEn8nmM5wepIcZ4AaABAg,Shiva Kumar,"Its my third time watching this video, when ever I feel demotivated I am watching this, wonderful podcast by Ranveer brother ✌️ many more to go❤️❤️",2020-04-03T05:35:47Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugylxz6lK-IcNzrokiJ4AaABAg,Shaunak Deshpande,"Best trio: BeerBiceps, Sadhguru and Gaur Gopal Das",2020-03-13T14:33:47Z,78
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxPZCXjkgz-2TfxOBB4AaABAg,Laxmi Panwar,"Overwhelming conversation that help you understand who you are? And what you want?
I am happy to see it 
Thanx bro",2020-05-17T15:54:51Z,0
